		strain AcoPra	Frankia alni ACN14a	Frankia sp. QA3	Frankia torreyi ACN1ag	Frankia alni AvcI1	Frankia torreyi CpI1-S	Candidatus Frankia alpina AvVan	Frankia canadensi ARgP5	Candidatus Frankia nodulisporulans AgTrS	Candidatus Frankia alpina AiOr	Candidatus Frankia nodulisporulans AgUmASt1	Candidatus Frankia nodulisporulans AgUmASH1	Frankia casuarinae CcI3	Frankia casuarinae CcI6	Frankia casuarinae Thr	Frankia casuarinae CeD	Frankia casuarinae Allo2	Frankia casuarinae BR	Frankia casuarinae KB5	Candidatus Frankia californiensis Dg2	Candidatus Frankia datiscae Dg1	Frankia coriaria BMG5.1	Frankia meridionalis Cppng1	Frankia sp. EAN1pec	Frankia sp. EUN1f	Frankia discariae BCU110501	Frankia elaeagni BMG5.12	Frankia irregularis G2	Frankia soli NRRL B-16219	Frankia inefficax EuI1c	Frankia saprophytica CN3	Frankia sp. DC12	Frankia asymbiotica M16386
33_frankia_FAM001142	>FRAACOPRA_v1_50231|ID:78954985| conserved membrane protein of unknown function [Frankia AcoPRA]	2	2	2	2	2	2	2	1	1	1	1	1	2	2	2	2	2	2	2	0	0	0	0	2	2	2	1	1	2	2	2	1	2
33_frankia_FAM001143	>FRAACOPRA_v1_50232|ID:78954986| Putative RNA-binding protein [Frankia AcoPRA]	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM001144	>FRAACOPRA_v1_50233|ID:78954987| Foldase YidC [Frankia AcoPRA]	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM001145	>FRAACOPRA_v1_50234|ID:78954988| Putative membrane protein insertion efficiency factor [Frankia AcoPRA]	1	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM001146	>FRAACOPRA_v1_50235|ID:78954989|rnpA| Ribonuclease P protein component [Frankia AcoPRA]	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1
33_frankia_FAM001147	>FRAACOPRA_v1_50237|ID:78954991|dnaA| Chromosomal replication initiator protein DnaA [Frankia AcoPRA]	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM001148	>FRAACOPRA_v1_50238|ID:78954992|dnaN| Beta sliding clamp [Frankia AcoPRA]	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	1	2	1	1	1	1	2	3	3	2	2	2	2	2	2	2
33_frankia_FAM001149	>FRAACOPRA_v1_50239|ID:78954993|recF| DNA replication and repair protein RecF [Frankia AcoPRA]	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM001150	>FRAACOPRA_v1_50241|ID:78954995|gyrB| DNA gyrase (subunit B) [Frankia AcoPRA]	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM001151	>FRAACOPRA_v1_50242|ID:78954996|gyrA| DNA gyrase (subunit A) [Frankia AcoPRA]	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1
33_frankia_FAM001152	>FRAACOPRA_v1_50243|ID:78954997| protein of unknown function [Frankia AcoPRA]	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	0	1	1	1	1	1	1	1	1
33_frankia_FAM001153	>FRAACOPRA_v1_50246|ID:78955000| Site-specific DNA-methyltransferase (adenine-specific) (modular protein) [Frankia AcoPRA]	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0
33_frankia_FAM001154	>FRAACOPRA_v1_50247|ID:78955001| protein of unknown function [Frankia AcoPRA]	1	1	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2
33_frankia_FAM001155	>FRAACOPRA_v1_50249|ID:78955003| Robl_LC7 domain-containing protein [Frankia AcoPRA]	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	1	0	1
33_frankia_FAM001156	>FRAACOPRA_v1_50251|ID:78955005|def| Peptide deformylase 3 [Frankia AcoPRA]	3	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	0	1	1	1	1	2	3	2	3	1	2	2	2	2
33_frankia_FAM001157	>FRAACOPRA_v1_50252|ID:78955006| conserved protein of unknown function [Frankia AcoPRA]	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM001158	>FRAACOPRA_v1_50253|ID:78955007| Prenyltransferase [Frankia AcoPRA]	1	1	1	1	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM001159	>FRAACOPRA_v1_50254|ID:78955008| Methyltransferase family protein [Frankia AcoPRA]	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM001160	>FRAACOPRA_v1_50255|ID:78955009| Glycosyl transferase family 1 [Frankia AcoPRA]	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM001161	>FRAACOPRA_v1_50256|ID:78955010|ohrB| organic hydroperoxide resistance reductase B [Frankia AcoPRA]	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM001162	>FRAACOPRA_v1_50258|ID:78955012| Secretory lipase [Frankia AcoPRA]	1	2	2	2	2	2	1	1	1	0	0	0	1	1	1	1	1	1	1	0	0	0	0	1	4	2	2	4	1	2	1	0	1
33_frankia_FAM001163	>FRAACOPRA_v1_50260|ID:78955014| DedA protein [Frankia AcoPRA]	2	4	3	3	4	3	3	2	2	3	2	2	2	2	2	2	2	2	2	3	3	1	3	2	2	3	2	3	1	2	3	1	3
33_frankia_FAM001164	>FRAACOPRA_v1_60001|ID:78955015|ku| Non-homologous end joining protein Ku [Frankia AcoPRA]	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0	1	1	1	1	1	1
33_frankia_FAM001165	>FRAACOPRA_v1_60002|ID:78955016| protein of unknown function [Frankia AcoPRA]	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM001166	>FRAACOPRA_v1_60003|ID:78955017| Transcriptional regulator (TetR-family) [Frankia AcoPRA]	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM001167	>FRAACOPRA_v1_60004|ID:78955018| ATP-binding protein [Frankia AcoPRA]	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM001168	>FRAACOPRA_v1_60005|ID:78955019| tRNA-(MS(2)IO(6)A)-hydroxylase (MiaE) [Frankia AcoPRA]	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM001169	>FRAACOPRA_v1_60006|ID:78955020| DNA/RNA helicase, superfamily II [Frankia AcoPRA]	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	1	2	2	2	0	1	1	0	3	2	3	3	2	3	3	3	3	3
33_frankia_FAM001170	>FRAACOPRA_v1_60007|ID:78955021| conserved protein of unknown function [Frankia AcoPRA]	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM001171	>FRAACOPRA_v1_60009|ID:78955023| conserved protein of unknown function [Frankia AcoPRA]	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM001172	>FRAACOPRA_v1_60011|ID:78955025| RecB family exonuclease [Frankia AcoPRA]	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM001174	>FRAACOPRA_v1_60015|ID:78955029| Chorismate mutase domain-containing protein [Frankia AcoPRA]	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2
33_frankia_FAM001175	>FRAACOPRA_v1_60017|ID:78955031| MgtE intracellular region [Frankia AcoPRA]	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	0
33_frankia_FAM001176	>FRAACOPRA_v1_60018|ID:78955032| Uncharacterized oxidoreductase Sfri_1503 [Frankia AcoPRA]	2	3	3	3	3	3	0	3	2	1	2	2	2	2	2	2	2	2	2	1	1	0	2	7	6	6	4	6	7	5	7	3	5
33_frankia_FAM001177	>FRAACOPRA_v1_60019|ID:78955033| Putative stress response protein, TerZ-and CABP1 [Frankia AcoPRA]	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	1	0	1	1	1	1	1	0	1	1
33_frankia_FAM001178	>FRAACOPRA_v1_60020|ID:78955034| Suppressor of fused protein (SUFU) [Frankia AcoPRA]	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM001179	>FRAACOPRA_v1_60021|ID:78955035|phoD| Alkaline phosphatase D [Frankia AcoPRA]	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	4	2	1	1	1	1
33_frankia_FAM001180	>FRAACOPRA_v1_60022|ID:78955036|ctaD| putative cytochrome c oxidase subunit 1 [Frankia AcoPRA]	3	3	3	3	3	3	3	3	3	3	3	3	3	2	4	3	4	2	2	1	1	1	2	2	2	3	2	2	2	1	1	1	1
33_frankia_FAM001181	>FRAACOPRA_v1_60023|ID:78955037| Sphingosine/diacylglycerol kinase-like enzyme [Frankia AcoPRA]	1	1	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM001182	>FRAACOPRA_v1_60024|ID:78955038| conserved protein of unknown function [Frankia AcoPRA]	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM001183	>FRAACOPRA_v1_60026|ID:78955040| Succinate semialdehyde dehydrogenase [Frankia AcoPRA]	10	19	21	17	21	17	5	21	7	4	7	7	4	4	4	4	4	4	4	5	7	8	11	25	36	21	21	43	17	42	38	18	37
33_frankia_FAM001184	>FRAACOPRA_v1_60029|ID:78955043| POLIIIAc domain-containing protein [Frankia AcoPRA]	1	3	2	2	4	3	1	2	3	1	1	1	2	2	2	1	2	2	2	0	1	1	0	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM001185	>FRAACOPRA_v1_60030|ID:78955044| Transcriptional regulator [Frankia AcoPRA]	5	4	3	6	5	5	3	7	4	3	3	3	3	3	3	3	3	3	3	1	1	2	3	7	5	5	5	5	8	3	5	4	4
33_frankia_FAM001186	>FRAACOPRA_v1_60031|ID:78955045|mrp| Iron-sulfur cluster carrier protein [Frankia AcoPRA]	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM001187	>FRAACOPRA_v1_60032|ID:78955046|tatB| Sec-independent protein translocase protein TatB [Frankia AcoPRA]	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM001188	>FRAACOPRA_v1_60033|ID:78955047| Putative serine protease (Partial match) [Frankia AcoPRA]	3	4	4	4	4	4	3	4	3	3	3	2	4	4	4	4	4	4	4	2	3	3	3	4	3	3	4	3	4	3	3	3	2
33_frankia_FAM001189	>FRAACOPRA_v1_60035|ID:78955049| conserved protein of unknown function [Frankia AcoPRA]	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM001190	>FRAACOPRA_v1_60036|ID:78955050|sigE| SigE sigma factor [Frankia AcoPRA]	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM001191	>FRAACOPRA_v1_60039|ID:78955053| Putative enzyme [Frankia AcoPRA]	3	3	3	3	3	3	1	2	3	2	3	3	2	2	2	3	2	2	2	1	2	1	2	2	2	2	2	2	2	2	4	2	2
33_frankia_FAM001193	>FRAACOPRA_v1_60040|ID:78955054| conserved protein of unknown function [Frankia AcoPRA]	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	1	1	1
33_frankia_FAM001194	>FRAACOPRA_v1_60041|ID:78955055|pepA| putative cytosol aminopeptidase [Frankia AcoPRA]	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	1	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2
33_frankia_FAM001195	>FRAACOPRA_v1_60044|ID:78955058| conserved protein of unknown function [Frankia AcoPRA]	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM001196	>FRAACOPRA_v1_60047|ID:78955061|log| Cytokinin riboside 5\'-monophosphate phosphoribohydrolase [Frankia AcoPRA]	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM001197	>FRAACOPRA_v1_60048|ID:78955062| Cytokinin riboside 5\'-monophosphate phosphoribohydrolase [Frankia AcoPRA]	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	0	1	0	1	1	1	1	1	1
33_frankia_FAM001198	>FRAACOPRA_v1_60050|ID:78955064| Histidine kinase [Frankia AcoPRA]	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1
33_frankia_FAM001199	>FRAACOPRA_v1_60052|ID:78955066| 4-hydroxyphenylacetate 3-monooxygenase [Frankia AcoPRA]	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0	1
33_frankia_FAM001201	>FRAACOPRA_v1_60054|ID:78955068| Carboxylic ester hydrolase [Frankia AcoPRA]	3	2	3	3	2	3	1	2	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	2	1	2	2	2	2	7	7	3	8
33_frankia_FAM001202	>FRAACOPRA_v1_60055|ID:78955069| putative Maltose O-acetyltransferase [Frankia AcoPRA]	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	2
33_frankia_FAM001203	>FRAACOPRA_v1_60058|ID:78955072| Glycosyl transferase group 1 [Frankia AcoPRA]	1	0	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
33_frankia_FAM001204	>FRAACOPRA_v1_60059|ID:78955073| putative PMT family glycosyltransferase, 4-amino-4-deoxy-L-arabinose transferase [Frankia AcoPRA]	1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
33_frankia_FAM001205	>FRAACOPRA_v1_60061|ID:78955075| Glycosyl transferase group 1 [Frankia AcoPRA]	1	0	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
33_frankia_FAM001206	>FRAACOPRA_v1_60062|ID:78955076| Polysaccharide biosynthesis protein [Frankia AcoPRA]	1	0	1	1	0	1	0	0	0	0	0	0	1	1	1	1	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0
33_frankia_FAM001207	>FRAACOPRA_v1_60063|ID:78955077| Glycosyl transferase family 2 [Frankia AcoPRA]	1	1	1	2	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	2	2	2	2	0	0	1	0	0	0	3	1	3	0
33_frankia_FAM001208	>FRAACOPRA_v1_60067|ID:78955081|bkdA| 3-methyl-2-oxobutanoate dehydrogenase subunit alpha [Frankia AcoPRA]	4	4	4	4	4	4	3	5	3	3	3	3	3	3	3	3	3	3	3	2	1	1	3	5	8	5	5	3	6	3	6	2	5
33_frankia_FAM001209	>FRAACOPRA_v1_60068|ID:78955082|pdhB| pyruvate dehydrogenase (E1 beta subunit) [Frankia AcoPRA]	3	3	3	3	3	3	2	4	2	2	2	2	2	2	2	2	2	2	2	2	1	1	2	4	6	4	4	2	5	3	6	2	5
33_frankia_FAM001210	>FRAACOPRA_v1_60069|ID:78955083| Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex [Frankia AcoPRA]	4	3	2	3	3	3	2	2	2	3	3	3	3	3	3	3	2	3	3	2	2	2	3	3	5	3	4	3	3	3	4	3	5
33_frankia_FAM001212	>FRAACOPRA_v1_60081|ID:78955095| Endonuclease/exonuclease/phosphatase [Frankia AcoPRA]	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	2	1	2	1
33_frankia_FAM001213	>FRAACOPRA_v1_60082|ID:78955096| conserved protein of unknown function [Frankia AcoPRA]	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2
33_frankia_FAM001215	>FRAACOPRA_v1_60084|ID:78955098|dapE| Succinyl-diaminopimelate desuccinylase [Frankia AcoPRA]	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM001216	>FRAACOPRA_v1_60085|ID:78955099|dapD| 2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase [Frankia AcoPRA]	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM001217	>FRAACOPRA_v1_60086|ID:78955100| N-succinyl-L,L-diaminopimelate aminotransferase alternative [Frankia AcoPRA]	1	0	1	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM001218	>FRAACOPRA_v1_60088|ID:78955102| Putative transcritional regulator [Frankia AcoPRA]	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM001219	>FRAACOPRA_v1_60089|ID:78955103| DIM6/NTAB family protein [Frankia AcoPRA]	4	5	6	4	6	4	3	9	3	3	3	3	2	1	2	1	1	1	2	2	2	2	2	7	5	6	4	6	6	4	5	2	6
33_frankia_FAM001220	>FRAACOPRA_v1_60090|ID:78955104| conserved membrane protein of unknown function [Frankia AcoPRA]	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM001221	>FRAACOPRA_v1_60092|ID:78955106|mshB| 1D-myo-inositol 2-acetamido-2-deoxy-alpha-D-glucopyranoside deacetylase 2 [Frankia AcoPRA]	2	3	2	2	3	2	2	2	2	2	2	2	3	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2	2
33_frankia_FAM001222	>FRAACOPRA_v1_60093|ID:78955107|bipA| 50S ribosomal subunit assembly factor BipA [Frankia AcoPRA]	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM001223	>FRAACOPRA_v1_60096|ID:78955110|dcoH| Putative pterin-4-alpha-carbinolamine dehydratase [Frankia AcoPRA]	1	1	1	1	2	2	1	1	2	1	1	1	5	6	5	1	6	6	2	4	1	1	2	3	2	1	5	2	2	2	2	1	3
33_frankia_FAM001224	>FRAACOPRA_v1_60097|ID:78955111| conserved protein of unknown function [Frankia AcoPRA]	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	0	0	0	0
33_frankia_FAM001225	>FRAACOPRA_v1_60099|ID:78955113|engD| potassium-dependent informational ATPase interacting with 70S ribosome; ROS stress regulator [Frankia AcoPRA]	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM001226	>FRAACOPRA_v1_60100|ID:78955114| DNA recombination protein RmuC [Frankia AcoPRA]	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	0	1	1	0	0	0	0	0	0	1	1	1	1
33_frankia_FAM001227	>FRAACOPRA_v1_60101|ID:78955115| conserved membrane protein of unknown function [Frankia AcoPRA]	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM001228	>FRAACOPRA_v1_60104|ID:78955118| Polysaccharide deacetylase [Frankia AcoPRA]	1	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	0	0	0	0
33_frankia_FAM001229	>FRAACOPRA_v1_60105|ID:78955119| Fatty acid hydroxylase [Frankia AcoPRA]	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM001230	>FRAACOPRA_v1_60106|ID:78955120|glpX| fructose 1,6-bisphosphatase class II [Frankia AcoPRA]	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM001231	>FRAACOPRA_v1_60108|ID:78955122| conserved protein of unknown function [Frankia AcoPRA]	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM001232	>FRAACOPRA_v1_60109|ID:78955123| conserved protein of unknown function [Frankia AcoPRA]	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33_frankia_FAM001233	>FRAACOPRA_v1_60111|ID:78955125|xseB| Exodeoxyribonuclease 7 small subunit [Frankia AcoPRA]	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM001234	>FRAACOPRA_v1_60112|ID:78955126|xseA| Exodeoxyribonuclease 7 large subunit [Frankia AcoPRA]	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0
33_frankia_FAM001235	>FRAACOPRA_v1_60114|ID:78955128|ispH| 1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase [Frankia AcoPRA]	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM001236	>FRAACOPRA_v1_60116|ID:78955130| Cell filamentation protein Fic [Frankia AcoPRA]	1	0	1	0	0	0	1	1	2	0	2	2	0	0	0	0	0	0	0	2	1	0	1	1	0	1	2	0	1	1	2	1	1
33_frankia_FAM001237	>FRAACOPRA_v1_60118|ID:78955132|fumC| Fumarate hydratase class II [Frankia AcoPRA]	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM001238	>FRAACOPRA_v1_60120|ID:78955134|sthA| putative soluble pyridine nucleotide transhydrogenase [Frankia AcoPRA]	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM001239	>FRAACOPRA_v1_60121|ID:78955135| conserved protein of unknown function [Frankia AcoPRA]	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	1	1	1	2
33_frankia_FAM001240	>FRAACOPRA_v1_60122|ID:78955136| Sugar kinase [Frankia AcoPRA]	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	0	0	0
33_frankia_FAM001241	>FRAACOPRA_v1_60123|ID:78955137| Adenosylhomocysteinase [Frankia AcoPRA]	3	2	2	3	2	2	1	3	2	2	1	1	2	2	2	1	2	2	2	2	2	2	2	3	2	4	4	2	3	2	1	2	1
33_frankia_FAM001242	>FRAACOPRA_v1_60125|ID:78955139| PT repeat protein [Frankia AcoPRA]	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	2	2	3	1	2	2	2	2	2	1	0	1	0	1
33_frankia_FAM001243	>FRAACOPRA_v1_60128|ID:78955142| conserved exported protein of unknown function [Frankia AcoPRA]	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1
33_frankia_FAM001244	>FRAACOPRA_v1_60129|ID:78955143| conserved protein of unknown function [Frankia AcoPRA]	1	1	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	2	1	2	2	1	4	3	1	4
33_frankia_FAM001245	>FRAACOPRA_v1_60130|ID:78955144| conserved protein of unknown function [Frankia AcoPRA]	1	2	2	2	2	2	1	1	0	1	0	0	2	2	2	1	2	2	2	0	0	0	0	2	2	2	1	2	2	1	1	1	1
33_frankia_FAM001246	>FRAACOPRA_v1_60131|ID:78955145| conserved protein of unknown function [Frankia AcoPRA]	1	1	1	1	1	1	1	1	1	1	1	1	5	3	4	3	3	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33_frankia_FAM001247	>FRAACOPRA_v1_60132|ID:78955146|hdpA| Dihydroxyacetone phosphatase [Frankia AcoPRA]	1	1	1	1	1	1	0	1	1	1	1	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1
33_frankia_FAM001248	>FRAACOPRA_v1_60133|ID:78955147|msrA| methionine sulfoxide reductase A [Frankia AcoPRA]	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM001249	>FRAACOPRA_v1_60134|ID:78955148| PhoH family protein [Frankia AcoPRA]	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
